split,cell_id,method,groups,instances,verified_instances,group_verified_rate,group_verified_ci_low,group_verified_ci_high,median_runtime_s,runtime_q1_s,runtime_q3_s,conditional_mean_score,conditional_mean_makespan_s,conditional_mean_load_variance_s2,conditional_mean_travel_setup_time_s
frozen_test,iid_medium,assignment_milp,12,24,19,0.7916666666666666,0.5833333333333334,0.9583333333333334,0.49102834600489587,0.18569922626193147,0.7406390957621625,56.92683547595225,52.26363503320878,17.245748017300166,38.00913041878468
frozen_test,iid_medium,deterministic_lns,12,24,19,0.7916666666666666,0.5833333333333334,0.9583333333333334,0.39303067949367687,0.2766731787560275,0.4536049019807251,41.403299755769766,36.93361396919017,6.857331351393678,41.26819219009915
frozen_test,iid_medium,greedy,12,24,19,0.7916666666666666,0.5833333333333334,0.9583333333333334,0.011937825998757035,0.010023260518210009,0.016115118487505242,58.9788031024122,52.87923043379945,63.874260815731276,29.05859627826187
frozen_test,iid_medium,hungarian,12,24,19,0.7916666666666666,0.5833333333333334,0.9583333333333334,0.01278564301901497,0.010687083471566439,0.017247326017240994,54.214926617869,50.047408237911505,14.310369891790614,34.519998853679574
frozen_test,iid_medium,hybrid_assignment_milp,12,24,23,0.9583333333333334,0.875,1.0,0.47521844154107384,0.18579160202352796,0.7430803722527344,62.91871144529472,57.64057459850772,16.651148562503064,44.4557941866184
frozen_test,iid_medium,hybrid_load_balanced,12,24,23,0.9583333333333334,0.875,1.0,0.01392696300172247,0.01180283298890572,0.019306827496620826,62.77169110948204,56.86264533541291,13.291637519518137,52.44463898093223
frozen_test,iid_medium,load_balanced,12,24,19,0.7916666666666666,0.5833333333333334,0.9583333333333334,0.0118570584745612,0.010009165460360236,0.016506016720086336,54.692177045392185,49.44771007405517,10.961813042664101,46.96376319203807
frozen_test,iid_medium,order_aware_lns,12,24,23,0.9583333333333334,0.875,1.0,0.5668343765137251,0.44482544425409287,0.6409755092317937,45.203616700179474,40.26331928361241,10.691867049556203,44.05704064089251
frozen_test,iid_small,assignment_milp,12,24,24,1.0,1.0,1.0,0.013613585470011458,0.010790681524667889,0.025340707288705744,37.86858967426422,35.00014916246623,7.750190584497475,24.809309825731123
frozen_test,iid_small,deterministic_lns,12,24,24,1.0,1.0,1.0,0.21070168749429286,0.15100444848940242,0.22767426249629352,34.29601429112807,31.4495810943427,8.718040051282616,24.105311942212364
frozen_test,iid_small,greedy,12,24,24,1.0,1.0,1.0,0.005118680506711826,0.003671771992230788,0.006812310253735632,42.2160696841873,37.541363852825214,52.81770228745286,20.338207169894464
frozen_test,iid_small,hungarian,12,24,24,1.0,1.0,1.0,0.005086301505798474,0.0036633177660405636,0.00700218349811621,38.61501583448978,35.656951860286874,10.535649515914313,24.31281498407188
frozen_test,iid_small,hybrid_assignment_milp,12,24,24,1.0,1.0,1.0,0.013987960497615859,0.010704756510676816,0.026392613261123188,37.810924352442875,34.91126360282281,7.750190584497475,25.12151220395192
frozen_test,iid_small,hybrid_load_balanced,12,24,24,1.0,1.0,1.0,0.005535089527256787,0.0038935079937800765,0.007428988785250112,39.36060988637664,35.93460833978003,13.795293046584428,27.3623689426739
frozen_test,iid_small,load_balanced,12,24,24,1.0,1.0,1.0,0.0049959904863499105,0.003617275258875452,0.006754641537554562,39.60197965875148,36.24694115417826,13.795293046584428,26.652738522440004
frozen_test,iid_small,order_aware_lns,12,24,24,1.0,1.0,1.0,0.2532213395170402,0.1751042789692292,0.28402044998074416,34.01038523538663,31.206508858916468,7.507494352722823,24.2850165883402
frozen_test,ood_dense_precedence,assignment_milp,12,24,13,0.5416666666666666,0.375,0.7083333333333334,1.1973905919876415,0.5139154450007482,2.636802959779743,79.06415978537363,73.54871963714484,18.275750676462362,46.01652614405682
frozen_test,ood_dense_precedence,deterministic_lns,12,24,12,0.5,0.2916666666666667,0.7083333333333334,0.2472987320215907,0.036718423769343644,0.5738954907574225,56.008746193037005,49.49206345365639,12.514542811058478,58.90955598827691
