cell_id,method,reference_method,groups_total,groups_jointly_verified,paired_variants,feasibility_rate_difference,feasibility_ci_low,feasibility_ci_high,score_difference,score_ci_low,score_ci_high,wilcoxon_p_raw,wilcoxon_p_holm
iid_medium,assignment_milp,hybrid_assignment_milp,12,12,21,-0.125,-0.25,0.0,0.5540741414138962,0.0,1.146959965648767,,
iid_medium,deterministic_lns,hybrid_assignment_milp,12,12,22,-0.08333333333333333,-0.20833333333333334,0.0,-15.401663609691637,-20.509010268613288,-10.741954113441414,0.00048828125,0.02978515625
iid_medium,greedy,hybrid_assignment_milp,12,12,21,-0.125,-0.25,0.0,2.3734424598516064,-5.101053936033707,8.689653259281537,0.33935546875,1.0
iid_medium,hungarian,hybrid_assignment_milp,12,12,22,-0.08333333333333333,-0.20833333333333334,0.0,0.9270742997240902,-5.056250937627561,6.054168628087344,0.4697265625,1.0
iid_medium,hybrid_load_balanced,hybrid_assignment_milp,12,12,24,0.0,0.0,0.0,3.2331113564015137,-2.8636014232796843,9.264304713458108,0.38037109375,1.0
iid_medium,load_balanced,hybrid_assignment_milp,12,12,22,-0.08333333333333333,-0.20833333333333334,0.0,1.5895544680699605,-4.020348967578924,7.016688831139129,0.6220703125,1.0
iid_medium,order_aware_lns,hybrid_assignment_milp,12,12,24,0.0,0.0,0.0,-15.633342906933423,-21.725121337258862,-10.129906039001723,0.00048828125,0.02978515625
iid_medium,assignment_milp,order_aware_lns,12,12,21,-0.125,-0.25,0.0,14.546102977991671,9.940157703710167,19.221877512241786,0.00048828125,0.02978515625
iid_medium,deterministic_lns,order_aware_lns,12,12,22,-0.08333333333333333,-0.20833333333333334,0.0,0.28513843912790166,-1.287946674435961,2.0210419386352227,0.90966796875,1.0
iid_medium,greedy,order_aware_lns,12,12,21,-0.125,-0.25,0.0,18.612957325105768,11.91855764136302,26.091880411513348,0.00048828125,0.02978515625
iid_medium,hungarian,order_aware_lns,12,12,22,-0.08333333333333333,-0.20833333333333334,0.0,16.613876348543627,13.447424591772767,20.002806042223938,0.00048828125,0.02978515625
iid_medium,hybrid_assignment_milp,order_aware_lns,12,12,24,0.0,0.0,0.0,15.633342906933423,9.812620829335108,21.604119020081928,0.00048828125,0.02978515625
iid_medium,hybrid_load_balanced,order_aware_lns,12,12,24,0.0,0.0,0.0,18.866454263334937,14.531233218658867,24.99775341192895,0.00048828125,0.02978515625
iid_medium,load_balanced,order_aware_lns,12,12,22,-0.08333333333333333,-0.20833333333333334,0.0,17.2763565168895,14.921062412713342,19.631825480438774,0.00048828125,0.02978515625
iid_small,assignment_milp,hybrid_assignment_milp,12,12,24,0.0,0.0,0.0,0.30045629010979596,0.0,0.8301371671150136,,
iid_small,deterministic_lns,hybrid_assignment_milp,12,12,24,0.0,0.0,0.0,-1.9778435506260517,-3.160924718839026,-0.8196198708113512,0.01611328125,0.484375
iid_small,greedy,hybrid_assignment_milp,12,12,24,0.0,0.0,0.0,4.444541083602435,1.4888332296160065,7.714469736598464,0.02685546875,0.6982421875
iid_small,hungarian,hybrid_assignment_milp,12,12,24,0.0,0.0,0.0,1.1359364160554561,-0.3077726528331779,2.7746109956284237,0.2060546875,1.0
iid_small,hybrid_load_balanced,hybrid_assignment_milp,12,12,24,0.0,0.0,0.0,3.956645778799196,2.169889940105219,5.745385711073893,0.00390625,0.13671875
iid_small,load_balanced,hybrid_assignment_milp,12,12,24,0.0,0.0,0.0,4.338492693401336,2.6943845279493837,5.964078852077108,0.0009765625,0.0419921875
iid_small,order_aware_lns,hybrid_assignment_milp,12,12,24,0.0,0.0,0.0,-3.5217635916833565,-4.765375158796992,-2.423355746127713,0.00048828125,0.02978515625
iid_small,assignment_milp,order_aware_lns,12,12,24,0.0,0.0,0.0,3.8222198817931523,2.5177082271799347,5.377896895990979,0.00048828125,0.02978515625
iid_small,deterministic_lns,order_aware_lns,12,12,24,0.0,0.0,0.0,1.5439200410573044,0.28035146656443305,3.0997118668944377,0.078125,1.0
iid_small,greedy,order_aware_lns,12,12,24,0.0,0.0,0.0,7.966304675285792,5.657605971121254,10.646843109868248,0.00048828125,0.02978515625
iid_small,hungarian,order_aware_lns,12,12,24,0.0,0.0,0.0,4.657700007738812,2.9202513885996475,6.587635288190919,0.0009765625,0.0419921875
iid_small,hybrid_assignment_milp,order_aware_lns,12,12,24,0.0,0.0,0.0,3.5217635916833565,2.461567998218079,4.759423394906824,0.00048828125,0.02978515625
iid_small,hybrid_load_balanced,order_aware_lns,12,12,24,0.0,0.0,0.0,7.478409370482555,5.787466468460356,8.987426303339415,0.00048828125,0.02978515625
iid_small,load_balanced,order_aware_lns,12,12,24,0.0,0.0,0.0,7.860256285084692,6.143131952096633,9.350041871715295,0.00048828125,0.02978515625
ood_dense_precedence,assignment_milp,hybrid_assignment_milp,12,11,13,-0.125,-0.25,0.0,0.0,0.0,0.0,,
ood_dense_precedence,deterministic_lns,hybrid_assignment_milp,12,11,13,-0.125,-0.25,0.0,-22.07724276341564,-27.529282965612452,-16.937203188992793,0.0009765625,0.0419921875
ood_dense_precedence,greedy,hybrid_assignment_milp,12,11,13,-0.125,-0.25,0.0,2.276767214570859,-2.92218056458659,7.675839920476524,0.46484375,1.0
ood_dense_precedence,hungarian,hybrid_assignment_milp,12,11,13,-0.125,-0.25,0.0,-1.9928195181305604,-3.6743978169923026,-0.4222983566406367,0.0673828125,1.0
ood_dense_precedence,hybrid_load_balanced,hybrid_assignment_milp,12,12,16,0.0,0.0,0.0,1.1321242838872525,-6.08554941292903,11.509401862800253,0.4697265625,1.0
ood_dense_precedence,load_balanced,hybrid_assignment_milp,12,11,13,-0.125,-0.25,0.0,-1.7242063198179929,-5.82923099448841,3.5990004917582605,0.2060546875,1.0
ood_dense_precedence,order_aware_lns,hybrid_assignment_milp,12,12,16,0.16666666666666666,0.041666666666666664,0.2916666666666667,-29.792885039627265,-38.315939526434754,-22.604346531315535,0.00048828125,0.02978515625
ood_dense_precedence,assignment_milp,order_aware_lns,12,11,13,-0.2916666666666667,-0.4166666666666667,-0.16666666666666666,22.621752294294552,18.39887155354032,27.727180952076868,0.0009765625,0.0419921875
ood_dense_precedence,deterministic_lns,order_aware_lns,12,11,13,-0.2916666666666667,-0.4166666666666667,-0.16666666666666666,0.5445095308789107,-3.0912333752551877,3.7771655901068484,0.6376953125,1.0
ood_dense_precedence,greedy,order_aware_lns,12,11,13,-0.2916666666666667,-0.4166666666666667,-0.16666666666666666,24.89851950886541,18.728091583380127,31.485972035714752,0.0009765625,0.0419921875
ood_dense_precedence,hungarian,order_aware_lns,12,11,13,-0.2916666666666667,-0.4166666666666667,-0.125,20.62893277616399,16.57600905113023,24.901704748222343,0.0009765625,0.0419921875
ood_dense_precedence,hybrid_assignment_milp,order_aware_lns,12,12,16,-0.16666666666666666,-0.2916666666666667,-0.041666666666666664,29.792885039627265,22.386479332266223,38.405357938143005,0.00048828125,0.02978515625
ood_dense_precedence,hybrid_load_balanced,order_aware_lns,12,12,16,-0.16666666666666666,-0.2916666666666667,-0.041666666666666664,30.925009323514512,19.466162944708504,45.31004512424759,0.00048828125,0.02978515625
ood_dense_precedence,load_balanced,order_aware_lns,12,11,13,-0.2916666666666667,-0.4166666666666667,-0.16666666666666666,20.897545974476557,17.113992014440665,25.080481640720546,0.0009765625,0.0419921875
ood_resource_bottleneck,assignment_milp,hybrid_assignment_milp,12,10,14,-0.2916666666666667,-0.4166666666666667,-0.16666666666666666,0.0,0.0,0.0,,
ood_resource_bottleneck,deterministic_lns,hybrid_assignment_milp,12,9,13,-0.3333333333333333,-0.5,-0.16666666666666666,-21.99810549110536,-29.273196838611653,-14.087840235066048,0.00390625,0.13671875
ood_resource_bottleneck,greedy,hybrid_assignment_milp,12,10,13,-0.3333333333333333,-0.5,-0.16666666666666666,0.5973385692928893,-14.48296155981333,13.216257602018654,0.625,1.0
ood_resource_bottleneck,hungarian,hybrid_assignment_milp,12,9,11,-0.375,-0.5416666666666666,-0.16666666666666666,-0.5665009235784011,-6.414634756055622,7.350807102885076,0.30078125,1.0
