method,rows,coverage,conditional_objective,median_initializer_runtime_s,median_repair_runtime_s,median_end_to_end_runtime_s,mean_assignment_retention,mean_assignment_modifications,mean_modified_atomic_units
cold_start,96,0.625,88.98505784722579,0.0,0.7501687267795205,0.7501687267795205,1.0,30.791666666666668,30.791666666666668
hybrid_assignment_milp,96,0.7291666666666666,88.05132994447115,0.4569844380021095,0.7490982441231608,1.2164263594895601,0.8080360880406224,6.854166666666667,16.354166666666668
hybrid_load_balanced,96,0.7708333333333334,97.04366261992217,0.023756084963679314,0.7548189628869295,0.7796193435788155,0.8259967577281567,5.802083333333333,14.229166666666666
matched_static,288,0.6770833333333334,85.43195581824557,0.00596077274531126,0.7503899252042174,0.7564397612586617,0.6987396525440024,10.038194444444445,24.23263888888889
pair_pointer,288,0.7743055555555556,85.63290241581537,0.4132291506975889,0.7508360650390387,1.1286366507411003,0.7534385029804356,7.836805555555555,20.072916666666668
