split,cell_id,method,groups,instances,verified_instances,group_verified_rate,group_verified_ci_low,group_verified_ci_high,median_runtime_s,runtime_q1_s,runtime_q3_s,conditional_mean_score,conditional_mean_makespan_s,conditional_mean_load_variance_s2,conditional_mean_travel_setup_time_s
frozen_test,iid_medium,assignment_milp,12,24,21,0.875,0.75,1.0,0.29888110849424265,0.08716984298371244,0.7559214952634647,64.84947744326149,60.17061673248172,14.149525003835803,39.71384460587976
frozen_test,iid_medium,deterministic_lns,12,24,20,0.8333333333333334,0.7083333333333334,0.9583333333333334,0.3183306815335527,0.24964677747630049,0.38308871127082966,47.830428145474045,42.95817446081968,11.218697464574095,43.113188114256694
frozen_test,iid_medium,greedy,12,24,20,0.8333333333333334,0.7083333333333334,0.9583333333333334,0.011089797015301883,0.00893950674799271,0.013315188756678253,69.55132794846921,60.45155313909258,119.98532602191007,31.005085082811224
frozen_test,iid_medium,hungarian,12,24,20,0.8333333333333334,0.7083333333333334,0.9583333333333334,0.011546092020580545,0.009298635472077876,0.013939247248345055,65.97895653977375,61.44149772207339,15.289516432653866,37.72982996067657
frozen_test,iid_medium,load_balanced,12,24,20,0.8333333333333334,0.7083333333333334,0.9583333333333334,0.010844713484402746,0.008843752497341484,0.013244859001133591,59.16417172849828,53.03761104278539,25.865837259576313,48.33268822734074
frozen_test,iid_small,assignment_milp,12,24,24,1.0,1.0,1.0,0.021786390017950907,0.012815582740586251,0.06676117224560585,39.15699733949609,36.09112659501243,9.030855700118476,26.143279594777344
frozen_test,iid_small,deterministic_lns,12,24,24,1.0,1.0,1.0,0.16659425850957632,0.1427496085088933,0.18477513625111897,33.750922507147365,30.829641270916206,5.490854122817069,26.467385300903064
frozen_test,iid_small,greedy,12,24,24,1.0,1.0,1.0,0.004417165502673015,0.003965292999055237,0.005402184760896489,43.02607432640508,37.78642881955918,63.59294577270536,20.599982182106405
frozen_test,iid_small,hungarian,12,24,24,1.0,1.0,1.0,0.00446439249208197,0.004000737026217394,0.005472329241456464,39.22128669456117,36.07788338886319,11.785856504222718,25.54110480486843
frozen_test,iid_small,load_balanced,12,24,24,1.0,1.0,1.0,0.0043324985017534345,0.0038978977827355266,0.00533751500188373,39.81997266303799,35.83594511850324,22.228343154704238,28.726103867995366
frozen_test,ood_dense_precedence,assignment_milp,12,24,6,0.25,0.125,0.375,1.3545973229920492,0.3211301734991139,2.057692878996022,76.92065125893158,71.7606994856935,12.561228030046081,45.31890371735802
frozen_test,ood_dense_precedence,deterministic_lns,12,24,7,0.2916666666666667,0.125,0.4583333333333333,0.03211637298227288,0.02697695401730016,0.4292144987703068,57.99811973896252,51.85154965414655,9.843121438219583,56.544140129049936
frozen_test,ood_dense_precedence,greedy,12,24,7,0.2916666666666667,0.16666666666666666,0.4166666666666667,0.01600649449392222,0.01378691523859743,0.017566649286891334,84.99165767662237,75.94578779885128,112.01637257408765,34.4505124906669
frozen_test,ood_dense_precedence,hungarian,12,24,8,0.3333333333333333,0.20833333333333334,0.4583333333333333,0.01815513998735696,0.015501485249842517,0.02003140447777696,75.52579828094179,70.51745772518927,9.44543312532139,45.36068899486436
frozen_test,ood_dense_precedence,load_balanced,12,24,7,0.2916666666666667,0.125,0.4583333333333333,0.015419322036905214,0.013692626482225023,0.01778676525282208,71.32984312500454,64.32256146967421,17.40958875427829,61.36802217616414
frozen_test,ood_resource_bottleneck,assignment_milp,12,24,11,0.4583333333333333,0.2916666666666667,0.625,0.9448754810146056,0.07158107074792497,1.5587442222604295,79.93251587729927,74.23114158645627,13.944115383956113,50.04168521645185
frozen_test,ood_resource_bottleneck,deterministic_lns,12,24,11,0.4583333333333333,0.2916666666666667,0.625,0.036750235507497564,0.02914723425055854,0.49117314572504256,67.85125465774077,61.055884047032876,14.184810570908018,60.861300821624845
frozen_test,ood_resource_bottleneck,greedy,12,24,12,0.5,0.2916666666666667,0.7083333333333334,0.016300149000016972,0.014877040754072368,0.018475304008461535,84.05845253906476,74.72973367419539,111.55754255395073,37.50841737171839
frozen_test,ood_resource_bottleneck,hungarian,12,24,12,0.5,0.2916666666666667,0.7083333333333334,0.019043115520616993,0.016797128278994933,0.020549105771351606,79.42566151734715,73.90750597669856,15.93180028453378,47.21565526421908
frozen_test,ood_resource_bottleneck,load_balanced,12,24,11,0.4583333333333333,0.2916666666666667,0.625,0.015844741486944258,0.01489737349038478,0.018533819500589743,74.57884043425842,66.7247692550265,22.216506079969616,67.43245875233434
frozen_test,ood_scale,assignment_milp,12,24,3,0.125,0.0,0.3333333333333333,3.0345528984616976,2.9308224199921824,3.04501424949558,104.82398257755767,96.2671318297875,20.179807941580926,75.47860350691113
frozen_test,ood_scale,deterministic_lns,12,24,2,0.08333333333333333,0.0,0.25,0.055246862495550886,0.051314129726961255,0.07303764550306369,82.84117042533552,71.79801047539036,15.29328359220986,102.7849577033469
frozen_test,ood_scale,greedy,12,24,1,0.041666666666666664,0.0,0.125,0.028045082493918017,0.026059536961838603,0.03626167599577457,103.70005072188755,93.158104763877,106.57525108497494,52.13183403761803
frozen_test,ood_scale,hungarian,12,24,3,0.125,0.0,0.2916666666666667,0.03656433301512152,0.03132472274592146,0.04737440276949201,111.55115152593133,104.44036674637186,11.290833434403135,65.46243107839314
frozen_test,ood_scale,load_balanced,12,24,2,0.08333333333333333,0.0,0.25,0.02818039248813875,0.025769686501007527,0.036741068281116895,95.7452857241883,84.57615756125145,10.993903564150198,106.19432984729357
frozen_test,ood_tight_windows,assignment_milp,12,24,2,0.08333333333333333,0.0,0.20833333333333334,0.24828881098073907,0.03074135996575933,0.5530198932247004,57.888710036465156,52.458641321018646,30.027445698264028,39.28696430533303
frozen_test,ood_tight_windows,deterministic_lns,12,24,2,0.08333333333333333,0.0,0.20833333333333334,0.019416469003772363,0.014830822517978959,0.027745642990339547,46.03105062203897,41.4818842176161,16.31711261130265,37.3331077385774
frozen_test,ood_tight_windows,greedy,12,24,2,0.08333333333333333,0.0,0.20833333333333334,0.009379282011650503,0.007524606509832665,0.013106644240906462,58.69304952152467,53.051244226228484,56.9822221567959,27.926941874563912
frozen_test,ood_tight_windows,hungarian,12,24,3,0.125,0.0,0.25,0.010896360006881878,0.008052881268667988,0.01449507252254989,60.08751847762734,55.96719080129597,14.081502551013669,34.16252548780685
frozen_test,ood_tight_windows,load_balanced,12,24,2,0.08333333333333333,0.0,0.20833333333333334,0.009860921505605802,0.007453954254742712,0.01166590403590817,62.10741632923697,56.89733847322033,11.941799526869778,46.129878796731425
stress,designed_edge_infeasible,assignment_milp,6,6,0,0.0,0.0,0.0,0.006591024488443509,0.006242223520530388,0.007687419492867775,,,,
stress,designed_edge_infeasible,deterministic_lns,6,6,0,0.0,0.0,0.0,0.013212986988946795,0.012463727514841594,0.015374578986666165,,,,
stress,designed_edge_infeasible,greedy,6,6,0,0.0,0.0,0.0,0.006649836985161528,0.0063043534610187635,0.007712692502536811,,,,
stress,designed_edge_infeasible,hungarian,6,6,0,0.0,0.0,0.0,0.006618438492296264,0.0062917484901845455,0.0076521625014720485,,,,
stress,designed_edge_infeasible,load_balanced,6,6,0,0.0,0.0,0.0,0.00660930696176365,0.006300803201156668,0.007646659985766746,,,,
stress,extreme_resource,assignment_milp,6,6,0,0.0,0.0,0.0,3.033222064987058,2.3129530789883574,3.0359078494657297,,,,
stress,extreme_resource,deterministic_lns,6,6,0,0.0,0.0,0.0,0.055488242011051625,0.05437569148489274,0.05588731149327941,,,,
stress,extreme_resource,greedy,6,6,0,0.0,0.0,0.0,0.02775911398930475,0.027321358720655553,0.0281276674795663,,,,
stress,extreme_resource,hungarian,6,6,0,0.0,0.0,0.0,0.03401891601970419,0.032789734221296385,0.03513478326203767,,,,
stress,extreme_resource,load_balanced,6,6,0,0.0,0.0,0.0,0.02794126348453574,0.027630851735011674,0.028903888756758533,,,,
stress,extreme_scale,assignment_milp,6,6,0,0.0,0.0,0.0,3.0465811010217294,2.3750510957324877,3.0498722070042277,,,,
stress,extreme_scale,deterministic_lns,6,6,0,0.0,0.0,0.0,0.08846237900434062,0.08373586075322237,0.08993652372737415,,,,
stress,extreme_scale,greedy,6,6,0,0.0,0.0,0.0,0.04420765349641442,0.04215110474615358,0.04568977571034338,,,,
stress,extreme_scale,hungarian,6,6,0,0.0,0.0,0.0,0.05574866698589176,0.05234815848234575,0.0576455275004264,,,,
stress,extreme_scale,load_balanced,6,6,0,0.0,0.0,0.0,0.044672546529909596,0.042359140745247714,0.045695442240685225,,,,
stress,extreme_tight_windows,assignment_milp,6,6,0,0.0,0.0,0.0,3.0310965685057454,2.182917403493775,3.037673681770684,,,,
stress,extreme_tight_windows,deterministic_lns,6,6,0,0.0,0.0,0.0,0.05286224250448868,0.04924972646404058,0.06341429399617482,,,,
