cell_id,method,reference_method,groups_total,groups_jointly_verified,paired_variants,feasibility_rate_difference,feasibility_ci_low,feasibility_ci_high,score_difference,score_ci_low,score_ci_high,wilcoxon_p_raw,wilcoxon_p_holm
iid_medium,assignment_milp,hybrid_assignment_milp,12,11,19,-0.16666666666666666,-0.2916666666666667,-0.041666666666666664,0.7166234697780819,0.0,1.8447389761405177,,
iid_medium,deterministic_lns,hybrid_assignment_milp,12,11,19,-0.16666666666666666,-0.2916666666666667,-0.041666666666666664,-15.366964749315764,-18.38721694617907,-12.415710115694116,0.0009765625,0.0537109375
iid_medium,greedy,hybrid_assignment_milp,12,11,19,-0.16666666666666666,-0.2916666666666667,-0.041666666666666664,2.732954892957979,-1.026587305895369,7.10913000449104,0.3203125,1.0
iid_medium,hungarian,hybrid_assignment_milp,12,11,19,-0.16666666666666666,-0.2916666666666667,-0.041666666666666664,-1.9893801159776603,-6.051500417598639,1.9351765355257982,0.3203125,1.0
iid_medium,hybrid_load_balanced,hybrid_assignment_milp,12,12,23,0.0,0.0,0.0,-0.5642101873397914,-3.7885834428550482,2.6176009875075197,0.7333984375,1.0
iid_medium,load_balanced,hybrid_assignment_milp,12,11,19,-0.16666666666666666,-0.2916666666666667,-0.041666666666666664,-1.7173409462229485,-4.443171659586815,1.2363906996538667,0.46484375,1.0
iid_medium,order_aware_lns,hybrid_assignment_milp,12,12,23,0.0,0.0,0.0,-19.736830763245187,-29.733615139528233,-13.104698801075564,0.00048828125,0.03125
iid_medium,assignment_milp,order_aware_lns,12,11,19,-0.16666666666666666,-0.2916666666666667,-0.041666666666666664,15.482727237475784,12.354672730254876,18.427622275487106,0.0009765625,0.0537109375
iid_medium,deterministic_lns,order_aware_lns,12,11,19,-0.16666666666666666,-0.2916666666666667,-0.041666666666666664,-0.6008609816180681,-1.8053681072354777,0.3949236149945274,0.46484375,1.0
iid_medium,greedy,order_aware_lns,12,11,19,-0.16666666666666666,-0.2916666666666667,-0.041666666666666664,17.499058660655677,11.657685728746003,23.928483767499806,0.0009765625,0.0537109375
iid_medium,hungarian,order_aware_lns,12,11,19,-0.16666666666666666,-0.2916666666666667,-0.041666666666666664,12.776723651720038,8.365750459161807,17.360172285076192,0.0009765625,0.0537109375
iid_medium,hybrid_assignment_milp,order_aware_lns,12,12,23,0.0,0.0,0.0,19.736830763245187,13.020753614007463,29.727492498707676,0.00048828125,0.03125
iid_medium,hybrid_load_balanced,order_aware_lns,12,12,23,0.0,0.0,0.0,19.172620575905395,12.68915378492765,27.398039709065728,0.00048828125,0.03125
iid_medium,load_balanced,order_aware_lns,12,11,19,-0.16666666666666666,-0.2916666666666667,-0.041666666666666664,13.048762821474751,11.092684331647302,14.657069291497788,0.0009765625,0.0537109375
iid_small,assignment_milp,hybrid_assignment_milp,12,12,24,0.0,0.0,0.0,0.05766532182134269,0.0,0.17299596546402807,,
iid_small,deterministic_lns,hybrid_assignment_milp,12,12,24,0.0,0.0,0.0,-3.5149100613148057,-5.385996910645328,-1.9791685968777013,0.00048828125,0.03125
iid_small,greedy,hybrid_assignment_milp,12,12,24,0.0,0.0,0.0,4.405145331744426,0.6160212090472237,9.12189640412816,0.10986328125,1.0
iid_small,hungarian,hybrid_assignment_milp,12,12,24,0.0,0.0,0.0,0.804091482046903,-2.2151497989456184,3.521010099774811,0.240234375,1.0
iid_small,hybrid_load_balanced,hybrid_assignment_milp,12,12,24,0.0,0.0,0.0,1.5496855339337652,-0.47768346056263583,3.345495742675731,0.05224609375,1.0
iid_small,load_balanced,hybrid_assignment_milp,12,12,24,0.0,0.0,0.0,1.7910553063086068,-0.41575281734804,3.6735266160493567,0.05224609375,1.0
iid_small,order_aware_lns,hybrid_assignment_milp,12,12,24,0.0,0.0,0.0,-3.800539117056246,-6.155884744657159,-1.9299554796071359,0.0009765625,0.0537109375
iid_small,assignment_milp,order_aware_lns,12,12,24,0.0,0.0,0.0,3.858204438877589,1.9657855992358488,6.210858837711602,0.0009765625,0.0537109375
iid_small,deterministic_lns,order_aware_lns,12,12,24,0.0,0.0,0.0,0.28562905574144093,-0.11088643128133657,0.7157031823391145,0.3125,1.0
iid_small,greedy,order_aware_lns,12,12,24,0.0,0.0,0.0,8.205684448800673,4.329326546510969,12.704345495633385,0.00146484375,0.064453125
iid_small,hungarian,order_aware_lns,12,12,24,0.0,0.0,0.0,4.604630599103149,2.528204998627667,7.014931177762083,0.0009765625,0.0537109375
iid_small,hybrid_assignment_milp,order_aware_lns,12,12,24,0.0,0.0,0.0,3.800539117056246,1.9343902480255752,6.060902288511722,0.0009765625,0.0537109375
iid_small,hybrid_load_balanced,order_aware_lns,12,12,24,0.0,0.0,0.0,5.350224650990012,3.559169499189894,7.343682860268368,0.00048828125,0.03125
iid_small,load_balanced,order_aware_lns,12,12,24,0.0,0.0,0.0,5.591594423364853,3.641147318582241,7.709944217791582,0.00048828125,0.03125
ood_dense_precedence,assignment_milp,hybrid_assignment_milp,12,10,13,-0.20833333333333334,-0.3333333333333333,-0.08333333333333333,2.8311453151538615,0.0,6.23298363543844,,
ood_dense_precedence,deterministic_lns,hybrid_assignment_milp,12,9,12,-0.25,-0.375,-0.125,-22.21913157914375,-27.3272368953381,-17.44279077447261,0.00390625,0.140625
ood_dense_precedence,greedy,hybrid_assignment_milp,12,10,14,-0.16666666666666666,-0.2916666666666667,-0.041666666666666664,-5.149860802534355,-21.450829877351783,7.727111025476842,0.6953125,1.0
ood_dense_precedence,hungarian,hybrid_assignment_milp,12,9,12,-0.25,-0.375,-0.125,-1.4236797753716084,-4.112637972330075,1.1784469719010846,0.359375,1.0
ood_dense_precedence,hybrid_load_balanced,hybrid_assignment_milp,12,12,17,-0.041666666666666664,-0.125,0.0,8.863218203465225,-5.84280807654912,31.145317940908072,0.9697265625,1.0
ood_dense_precedence,load_balanced,hybrid_assignment_milp,12,9,12,-0.25,-0.375,-0.125,-8.19337912049335,-10.25411846177853,-6.304350049550786,0.00390625,0.140625
ood_dense_precedence,order_aware_lns,hybrid_assignment_milp,12,12,18,0.0,0.0,0.0,-27.652705597525692,-36.06488453468762,-20.70342817885081,0.00048828125,0.03125
ood_dense_precedence,assignment_milp,order_aware_lns,12,10,13,-0.20833333333333334,-0.3333333333333333,-0.08333333333333333,24.027079662561484,17.82872988740437,30.584357968299773,0.001953125,0.083984375
ood_dense_precedence,deterministic_lns,order_aware_lns,12,9,12,-0.25,-0.375,-0.125,0.6052268497327482,-1.9489306622811764,3.0255488062277616,0.65234375,1.0
ood_dense_precedence,greedy,order_aware_lns,12,10,14,-0.16666666666666666,-0.2916666666666667,-0.041666666666666664,22.01790797797988,12.626421615325906,32.06891814459633,0.00390625,0.140625
ood_dense_precedence,hungarian,order_aware_lns,12,9,12,-0.25,-0.375,-0.125,21.40067865350489,19.025246370238126,23.580930379013907,0.00390625,0.140625
ood_dense_precedence,hybrid_assignment_milp,order_aware_lns,12,12,18,0.0,0.0,0.0,27.652705597525692,20.640929063982792,35.99304922830737,0.00048828125,0.03125
ood_dense_precedence,hybrid_load_balanced,order_aware_lns,12,12,17,-0.041666666666666664,-0.125,0.0,35.86403292429494,18.190699144072727,56.46130272814057,0.00048828125,0.03125
ood_dense_precedence,load_balanced,order_aware_lns,12,9,12,-0.25,-0.375,-0.125,14.630979308383148,12.564062813407654,17.226333760582165,0.00390625,0.140625
ood_resource_bottleneck,assignment_milp,hybrid_assignment_milp,12,11,12,-0.2916666666666667,-0.4166666666666667,-0.16666666666666666,0.0,0.0,0.0,,
ood_resource_bottleneck,deterministic_lns,hybrid_assignment_milp,12,10,12,-0.2916666666666667,-0.5,-0.125,-14.394800131612206,-21.21311579490932,-8.691095355387333,0.001953125,0.083984375
ood_resource_bottleneck,greedy,hybrid_assignment_milp,12,10,11,-0.3333333333333333,-0.5,-0.16666666666666666,5.981262780853976,-0.005948585376850873,12.576810833532505,0.16015625,1.0
ood_resource_bottleneck,hungarian,hybrid_assignment_milp,12,10,11,-0.3333333333333333,-0.5,-0.16666666666666666,0.049197217435564156,-3.0126385042189376,2.7549024721303828,0.845703125,1.0
ood_resource_bottleneck,hybrid_load_balanced,hybrid_assignment_milp,12,11,19,0.0,0.0,0.0,3.73524984793406,-8.32847883416854,18.78196479544226,0.9658203125,1.0
ood_resource_bottleneck,load_balanced,hybrid_assignment_milp,12,10,12,-0.2916666666666667,-0.4583333333333333,-0.125,-6.248985329249597,-11.916672198580413,-1.8426321209159287,0.009765625,0.302734375
ood_resource_bottleneck,order_aware_lns,hybrid_assignment_milp,12,11,19,0.041666666666666664,0.0,0.125,-19.148441544894528,-26.505955799347888,-11.58276989207882,0.001953125,0.083984375
ood_resource_bottleneck,assignment_milp,order_aware_lns,12,11,12,-0.3333333333333333,-0.4583333333333333,-0.20833333333333334,12.805515052681942,7.908101430154858,19.933061995899134,0.0009765625,0.0537109375
ood_resource_bottleneck,deterministic_lns,order_aware_lns,12,10,12,-0.3333333333333333,-0.5,-0.16666666666666666,0.6146351249372071,-0.9036944274037895,2.2868827111840293,0.76953125,1.0
ood_resource_bottleneck,greedy,order_aware_lns,12,10,11,-0.375,-0.5416666666666666,-0.20833333333333334,19.582128747338025,11.06640313446098,31.071670975315563,0.001953125,0.083984375
ood_resource_bottleneck,hungarian,order_aware_lns,12,10,11,-0.375,-0.5416666666666666,-0.20833333333333334,13.650063183919618,7.133194230646807,22.62264946577858,0.001953125,0.083984375
ood_resource_bottleneck,hybrid_assignment_milp,order_aware_lns,12,11,19,-0.041666666666666664,-0.125,0.0,19.148441544894528,11.773803420532763,26.803627535664653,0.001953125,0.083984375
ood_resource_bottleneck,hybrid_load_balanced,order_aware_lns,12,11,19,-0.041666666666666664,-0.125,0.0,22.883691392828588,13.605527001401596,33.407832003008714,0.0009765625,0.0537109375
ood_resource_bottleneck,load_balanced,order_aware_lns,12,10,12,-0.3333333333333333,-0.5,-0.16666666666666666,8.760449927299817,5.647492302286689,12.678802208770252,0.001953125,0.083984375
ood_scale,assignment_milp,hybrid_assignment_milp,12,3,3,-0.2916666666666667,-0.5416666666666666,-0.08333333333333333,0.0,0.0,0.0,,
ood_scale,deterministic_lns,hybrid_assignment_milp,12,3,3,-0.2916666666666667,-0.5416666666666666,-0.08333333333333333,-22.96915431872095,-28.42396078468056,-13.007371451769686,,
ood_scale,greedy,hybrid_assignment_milp,12,3,3,-0.2916666666666667,-0.5416666666666666,-0.08333333333333333,14.050664294330298,2.932663057961065,35.67149537881396,,
ood_scale,hungarian,hybrid_assignment_milp,12,3,3,-0.2916666666666667,-0.5416666666666666,-0.08333333333333333,3.568827244004003,-3.4835214826630647,12.683597150768549,,
ood_scale,hybrid_load_balanced,hybrid_assignment_milp,12,6,9,-0.041666666666666664,-0.125,0.0,42.24158240202848,11.201093224828355,72.3961806861224,0.09375,1.0
ood_scale,load_balanced,hybrid_assignment_milp,12,3,3,-0.2916666666666667,-0.5416666666666666,-0.08333333333333333,-8.614232296236475,-15.627192206011244,5.119965357497463,,
ood_scale,order_aware_lns,hybrid_assignment_milp,12,6,10,0.041666666666666664,0.0,0.125,-24.086057574043423,-41.241063172834856,-7.897254701007726,0.0625,1.0
ood_scale,assignment_milp,order_aware_lns,12,3,3,-0.3333333333333333,-0.5833333333333334,-0.125,22.55853843191801,11.174026899493228,30.74096901363012,,
ood_scale,deterministic_lns,order_aware_lns,12,3,3,-0.3333333333333333,-0.5833333333333334,-0.08333333333333333,-0.4106158868029392,-1.8333445522764578,2.317008228949561,,
ood_scale,greedy,order_aware_lns,12,3,3,-0.3333333333333333,-0.5833333333333334,-0.125,36.609202726248306,14.721861345709101,61.43211476144464,,
ood_scale,hungarian,order_aware_lns,12,3,3,-0.3333333333333333,-0.5833333333333334,-0.125,26.12736567592201,22.277097899967615,32.247375077536645,,
ood_scale,hybrid_assignment_milp,order_aware_lns,12,6,10,-0.041666666666666664,-0.125,0.0,24.086057574043423,8.418004182472623,41.74405926607846,0.0625,1.0
ood_scale,hybrid_load_balanced,order_aware_lns,12,6,9,-0.08333333333333333,-0.20833333333333334,0.0,69.82970682959647,35.352988533908515,105.31345388523584,0.03125,0.84375
ood_scale,load_balanced,order_aware_lns,12,3,3,-0.3333333333333333,-0.5833333333333334,-0.08333333333333333,13.944306135681535,10.425149342435034,16.29399225699069,,
ood_tight_windows,assignment_milp,hybrid_assignment_milp,12,5,6,-0.25,-0.4583333333333333,-0.08333333333333333,0.0,0.0,0.0,,
ood_tight_windows,deterministic_lns,hybrid_assignment_milp,12,4,6,-0.25,-0.4583333333333333,-0.08333333333333333,-19.609047771747793,-24.8121253353858,-14.405970208109789,,
ood_tight_windows,greedy,hybrid_assignment_milp,12,5,6,-0.25,-0.375,-0.125,5.07520751175204,-2.1900631282161895,11.997025201629826,0.3125,1.0
ood_tight_windows,hungarian,hybrid_assignment_milp,12,4,5,-0.25,-0.4583333333333333,-0.08333333333333333,1.838151840128817,-0.2145538748272724,3.8908575550849065,,
ood_tight_windows,hybrid_load_balanced,hybrid_assignment_milp,12,7,11,-0.041666666666666664,-0.125,0.0,2.676044577637878,-7.981360908738927,13.780261225588111,0.8125,1.0
ood_tight_windows,load_balanced,hybrid_assignment_milp,12,4,6,-0.25,-0.4583333333333333,-0.08333333333333333,-8.771215609011179,-16.25244700057585,-1.8504837927291868,,
ood_tight_windows,order_aware_lns,hybrid_assignment_milp,12,8,12,0.041666666666666664,0.0,0.125,-19.75152658986614,-31.299237708001606,-9.487056373122162,0.015625,0.46875
ood_tight_windows,assignment_milp,order_aware_lns,12,5,6,-0.2916666666666667,-0.5,-0.08333333333333333,9.625443060777556,1.3819676458334655,17.077198918744436,0.125,1.0
ood_tight_windows,deterministic_lns,order_aware_lns,12,4,6,-0.2916666666666667,-0.5,-0.08333333333333333,-1.5322298121058333,-2.9696861762550597,-0.09477344795660692,,
ood_tight_windows,greedy,order_aware_lns,12,5,6,-0.2916666666666667,-0.4583333333333333,-0.125,18.412035170546922,13.960240047893791,22.777233315702677,0.0625,1.0
ood_tight_windows,hungarian,order_aware_lns,12,5,6,-0.2916666666666667,-0.5,-0.125,11.14963645337675,3.0993264293558527,18.617971490100565,0.125,1.0
ood_tight_windows,hybrid_assignment_milp,order_aware_lns,12,8,12,-0.041666666666666664,-0.125,0.0,19.75152658986614,9.124462339944603,31.28477438824363,0.015625,0.46875
ood_tight_windows,hybrid_load_balanced,order_aware_lns,12,7,11,-0.08333333333333333,-0.20833333333333334,0.0,25.8083667899707,13.417403476721095,40.286794586161015,0.015625,0.46875
ood_tight_windows,load_balanced,order_aware_lns,12,4,6,-0.2916666666666667,-0.5,-0.08333333333333333,9.305602350630785,6.191242359739762,12.419962341521806,,
