split,cell_id,method,groups,instances,verified_instances,group_verified_rate,group_verified_ci_low,group_verified_ci_high,median_runtime_s,runtime_q1_s,runtime_q3_s,conditional_mean_score,conditional_mean_makespan_s,conditional_mean_load_variance_s2,conditional_mean_travel_setup_time_s
validation,medium_precedence,hybrid_assignment_milp,6,12,11,0.9166666666666666,0.75,1.0,0.3671960964857135,0.16106775602384005,0.8872758214856731,148.98734123913792,142.76891463115172,18.880301220043428,52.744115469840416
validation,medium_precedence,hybrid_load_balanced,6,12,12,1.0,1.0,1.0,0.018704841000726447,0.013073324502329342,0.020640882270527072,159.92726191646048,151.60857921699954,24.264257612417573,71.05469818840037
validation,medium_precedence,load_balanced,6,12,5,0.4166666666666667,0.16666666666666666,0.6666666666666666,0.011526750487973914,0.00994259724393487,0.01597388699883595,123.99308498123183,118.21493336902662,22.502840488687514,46.53009587770834
validation,medium_precedence,order_aware_lns,6,12,12,1.0,1.0,1.0,0.5858854290272575,0.5238586427440168,0.6458599342731759,115.21577923471837,108.56582551072648,13.996109619096252,59.50148243037072
validation,medium_resource,assignment_milp,6,12,10,0.8333333333333334,0.6666666666666666,1.0,0.45596158946864307,0.21448347126715817,1.0933713929844089,117.26170407870013,112.75126802450376,8.721352492441255,40.74368429574307
validation,medium_resource,deterministic_lns,6,12,11,0.9166666666666666,0.75,1.0,0.4339669339824468,0.342514430245501,0.48740728475968353,99.37527636676079,93.99468158799925,17.517083838731985,45.047405868249314
validation,medium_resource,greedy,6,12,10,0.8333333333333334,0.6666666666666666,1.0,0.012943870009621605,0.011717133747879416,0.017263735746382736,124.87714450119786,115.69288642731667,123.80886903536698,29.938146221128363
validation,medium_resource,hungarian,6,12,10,0.8333333333333334,0.6666666666666666,1.0,0.013503412978025153,0.01245481574733276,0.01923513025394641,112.47977184398336,108.41446792518495,7.864340553450921,36.720868911258535
validation,medium_resource,hybrid_assignment_milp,6,12,12,1.0,1.0,1.0,0.4552289444836788,0.21574023051653057,1.0876884494791739,127.96801286325346,122.86693234550556,9.218403523136814,46.40160341591063
validation,medium_resource,hybrid_load_balanced,6,12,12,1.0,1.0,1.0,0.016044546471675858,0.013744351716013625,0.022737101739039645,128.5136721716992,122.26909065203716,15.257797842577071,54.81691627533167
validation,medium_resource,load_balanced,6,12,11,0.9166666666666666,0.75,1.0,0.013029366004047915,0.011679290750180371,0.01986192076583393,117.1188567180024,111.2045354246703,15.503634653923934,51.39139560635919
validation,medium_resource,order_aware_lns,6,12,12,1.0,1.0,1.0,0.6782601260347292,0.48096313475980423,0.7664615507092094,107.5658402140408,102.07320056611414,12.182167721616242,48.83531261845854
